Name,Ratings,ReviewCount,Location,Cuisine,Cost (for two)
Le Café,4.3,,"Chembur, Mumbai","Cafe, European, Italian, Beverages, Salad, Asian, Desserts, BBQ","1,500"
Kings Snack Bar,4.2,,"Chembur, Mumbai","North Indian, Chinese, Mughlai, Biryani, Malwani, Fast Food",800
Kook,4.2,,"Chembur, Mumbai","North Indian, Chinese, Mughlai, Seafood, Biryani, Oriental","1,000"
Navjeevan,4.2,,"Chembur, Mumbai","North Indian, Chinese, Biryani, Mughlai",700
Singh Saab,4.2,,"Chembur, Mumbai","North Indian, Asian, Mughlai, Desserts","1,600"
Toshin,4.2,,"Chembur, Mumbai","Desserts, Ice Cream",400
Vig,4.2,,"Chembur, Mumbai",North Indian,300
Hotel Grand Central,4.1,797,"Chembur, Mumbai","North Indian, Chinese, Asian, Mughlai, Seafood, Desserts, Beverages","1,200"
Mani's Lunch Home,4.1,,"Chembur, Mumbai","South Indian, Street Food, Desserts",200
Pizza Caprina,4.1,,"Chembur, Mumbai","Pizza, Fast Food",600
Sadguru Veg Diet,4.1,,"Chembur, Mumbai","Street Food, Sandwich, Pizza, North Indian, Chinese, South Indian, Beverages, Desserts",700
Sainath Kulcha,4.1,,"Chembur, Mumbai",Street Food,250
Saroj,4.1,,"Chembur, Mumbai","South Indian, North Indian, Chinese, Street Food, Beverages, Desserts, Fast Food, Sandwich",550
The Golden Wok,4.1,,"Chembur, Mumbai","Chinese, Asian, Beverages","1,200"
Wok Hei,4.1,,"Chembur, Mumbai","Chinese, Thai",800
Blend N Brew,4,402,"Chembur, Mumbai","North Indian, Chinese, Thai, Finger Food, Mughlai, Desserts, Beverages","1,700"
RReloaded Bar and Kitchen,4,319,"Chembur, Mumbai","North Indian, Chinese, Fast Food, Maharashtrian","1,200"
Art House - The Fern Residency,4,,"Chembur, Mumbai","North Indian, Continental, Chinese, Desserts","1,600"
Bhatt Vishranti Gruh,4,,"Chembur, Mumbai","Maharashtrian, Street Food",200
Chote Nawab,4,,"Chembur, Mumbai","North Indian, Chinese, Biryani, Mughlai, Kebab, Rolls, Desserts",800
El Postre: The Little Baking Station,4,,"Chembur, Mumbai","Bakery, Desserts",800
Hotel Saroj & Sweet Mart,4,,"Chembur, Mumbai","South Indian, North Indian, Sandwich, Street Food, Mithai",500
Lucky Restaurant,4,,"Chembur, Mumbai","North Indian, Chinese, Mughlai, Rolls, Biryani, Seafood",700
Protein Rush,4,,"Chembur, Mumbai","Healthy Food, Mediterranean, Desserts, Beverages, Fast Food, Salad, Mexican",650
Ranjeet Daa Dhaba,4,,"Chembur, Mumbai","North Indian, Chinese, Biryani, Kebab",900
Stars Parade,4,,"Chembur, Mumbai","Mughlai, North Indian, Chinese, Seafood, Beverages","1,200"
Udaya Lunch Home,4,,"Chembur, Mumbai","North Indian, Chinese, Mughlai",550
Unique Chinese Point,4,,"Chembur, Mumbai",Chinese,400
Vaishali Garden Restaurant,4,,"Chembur, Mumbai","North Indian, Mughlai, Chinese, Seafood, Fast Food","1,000"
Waffles & More,4,,"Chembur, Mumbai","Desserts, Fast Food, Italian, Pizza, Pasta, Rolls, Sandwich, Beverages",500
Lamba Restaurant & Bar,3.9,808,"Chembur, Mumbai","Seafood, Biryani, North Indian, Chinese, Mughlai, Kebab, Finger Food",750
The Orange Mint,3.9,206,"Chembur, Mumbai","Bar Food, Chinese, North Indian, Fast Food","1,700"
दी Viche,3.9,,"Chembur, Mumbai","Fast Food, Desserts, Burger",250
Cafe Udipi,3.9,,"Chembur, Mumbai","North Indian, Chinese, Fast Food, South Indian, Desserts, Beverages",400
Chin Chin Chinese,3.9,,"Chembur, Mumbai","Chinese, Fast Food, Seafood, North Indian, Mughlai, Momos, Rolls",600
East End Deli,3.9,,"Chembur, Mumbai","Healthy Food, Beverages",600
Fresh Banana Leaf,3.9,,"Chembur, Mumbai","North Indian, Chinese, Mangalorean, Seafood",600
Geeta Bhavan,3.9,,"Chembur, Mumbai","North Indian, South Indian, Chinese, Desserts, Fast Food, Street Food, Beverages",450
Gopals Mutton And Chicken,3.9,,"Chembur, Mumbai","Mughlai, North Indian",300
Hardev Kripa Amritsari Kulcha,3.9,,"Chembur, Mumbai",North Indian,200
Jeevan Boarding House,3.9,,"Chembur, Mumbai",North Indian,250
Kurry Kulture,3.9,,"Chembur, Mumbai","North Indian, Chinese, Fast Food, Beverages, Street Food",500
Local Stop,3.9,,"Chembur, Mumbai","Chinese, North Indian, Continental, Italian, Seafood, Desserts, Beverages","1,400"
Raj Restaurant,3.9,,"Chembur, Mumbai","North Indian, Chinese, Biryani, Seafood, Mughlai",800
Splitsvilla Bar & Lounge,3.9,,"Chembur, Mumbai","Chinese, North Indian, Continental, Fast Food, Desserts, Beverages","1,400"
Sumomo,3.9,,"Chembur, Mumbai",Momos,400
Zaika,3.9,,"Chembur, Mumbai","Chinese, North Indian, Mughlai, Kebab, Biryani, Seafood","1,000"
Cafe Zebro,3.8,56,"Chembur, Mumbai","Continental, North Indian, Italian, Pizza, Sandwich, Wraps, Desserts, Beverages","1,400"
Badri's,3.8,,"Chembur, Mumbai","Chinese, North Indian, Hyderabadi, Seafood, Mughlai, Biryani",600
Bistro 89,3.8,,"Chembur, Mumbai","Chinese, Italian, Sandwich, Fast Food, North Indian, Pizza, Burger, Beverages",400
Cafe Amar,3.8,,"Chembur, Mumbai","North Indian, Maharashtrian, Mughlai, Chinese, Street Food",450
Chulah- The Amritsari Dhaba,3.8,,"Chembur, Mumbai","Chinese, North Indian, Fast Food, Rolls, Street Food, Beverages",500
D'Dwich,3.8,,"Chembur, Mumbai",Lebanese,300
GD's Chinese Corner,3.8,,"Chembur, Mumbai","Chinese, Italian, North Indian, Fast Food, Beverages",700
Karma Sheesha and Restaurant,3.8,,"Chembur, Mumbai","Continental, Chinese","1,000"
Kumar Lunch Home,3.8,,"Chembur, Mumbai","North Indian, Chinese, Mughlai, Biryani","1,200"
Leo 89,3.8,,"Chembur, Mumbai","North Indian, Mughlai, Chinese","1,300"
Mock-up,3.8,,"Chembur, Mumbai","Fast Food, Beverages",500
Mukta's Kitchen,3.8,,"Chembur, Mumbai","Chinese, South Indian, North Indian",500
Neha's Snack's & Paratha Zone,3.8,,"Chembur, Mumbai",North Indian,300
Rasoi - The Family Restaurant,3.8,,"Chembur, Mumbai","North Indian, Mughlai, Chinese",700
Rehmani,3.8,,"Chembur, Mumbai","Chinese, North Indian, Malwani, Mughlai",400
Sahara Restaurant,3.8,,"Chembur, Mumbai","North Indian, Mughlai, Chinese",550
Siddhivinayak Snacks & Juice Bar,3.8,,"Chembur, Mumbai","Fast Food, Sandwich, Beverages",200
SP Burger,3.8,,"Chembur, Mumbai",Fast Food,200
The Koffee Works,3.8,,"Chembur, Mumbai","Cafe, Bakery, Desserts",550
Welcome Dosa Corner,3.8,,"Chembur, Mumbai",South Indian,250
Zomoz - The Momo Company,3.8,,"Chembur, Mumbai","Momos, Fast Food, Beverages",350
Ayyappan Pure Veg,3.7,,"Chembur, Mumbai","South Indian, North Indian, Chinese, Beverages",350
Body Fuel,3.7,,"Chembur, Mumbai","Salad, Ice Cream, Desserts",500
Chatori Galli,3.7,,"Chembur, Mumbai",Chinese,250
Four Dreams-The Live Cake Shop,3.7,,"Chembur, Mumbai","Bakery, Desserts",300
Golden Lawn,3.7,,"Chembur, Mumbai","Chinese, Mughlai, North Indian",850
Hotel Parijat,3.7,,"Chembur, Mumbai","North Indian, Chinese, Malwani, Seafood, Fast Food, Biryani, Mughlai, Beverages",700
Hunger's Halt,3.7,,"Chembur, Mumbai","Maharashtrian, Chinese",350
Indian Pizza House,3.7,,"Chembur, Mumbai","Pizza, Fast Food, Beverages",400
Joy's Khana Khazana Kitchen,3.7,,"Chembur, Mumbai","North Indian, Chinese, Seafood, Mughlai, Lebanese, Desserts, Sandwich",700
Kilo King,3.7,,"Chembur, Mumbai","North Indian, Oriental, Mughlai, Seafood",700
Kitchen Diaries,3.7,,"Chembur, Mumbai","North Indian, Street Food",300
Krishna Leela,3.7,,"Chembur, Mumbai","South Indian, Fast Food, North Indian, Chinese",500
La Casaa Cafe,3.7,,"Chembur, Mumbai","Cafe, Pasta, Beverages, Pizza, Chinese, Fast Food",450
Lazeez Desi Tadka,3.7,,"Chembur, Mumbai","North Indian, Mughlai, Maharashtrian, Chinese, Fast Food, Juices",500
Lazeez Tadka,3.7,,"Chembur, Mumbai","Chinese, North Indian, Mughlai, Pizza",800
Only Rolls,3.7,,"Chembur, Mumbai",Rolls,150
Prasadam,3.7,,"Chembur, Mumbai",South Indian,300
Sadanand Lunch Home,3.7,,"Chembur, Mumbai","Chinese, North Indian, Mughlai, Seafood, Kebab, Beverages",600
Shree Prasad Lunch Home,3.7,,"Chembur, Mumbai","North Indian, Chinese, Street Food, Seafood",600
Snackers,3.7,,"Chembur, Mumbai","Burger, Fast Food",300
The Unique Family Restaurant,3.7,,"Chembur, Mumbai","North Indian, Mughlai, Chinese, Seafood",700
Vaishno Punjab,3.7,,"Chembur, Mumbai",North Indian,350
Ratnagiri Restaurant & Bar,3.6,430,"Chembur, Mumbai","Malwani, Maharashtrian, Mughlai, Chinese",750
Aditya,3.6,220,"Chembur, Mumbai","Mughlai, Chinese, North Indian, Kebab","1,000"
Oceanic,3.6,117,"Chembur, Mumbai","Seafood, North Indian, Finger Food, Beverages, Mangalorean, Mughlai, Thai, Desserts","1,000"
24 Pie,3.6,,"Chembur, Mumbai","Bakery, Desserts, Beverages",300
Chembur Juice & Food Centre,3.6,,"Chembur, Mumbai","Beverages, South Indian",250
Flavours,3.6,,"Chembur, Mumbai","Chinese, North Indian, Rolls, Biryani",550
Grilled House,3.6,,"Chembur, Mumbai","Chinese, North Indian, Mughlai, Maharashtrian, Biryani, Kebab",550
Guddu Da Dhaba,3.6,,"Chembur, Mumbai","North Indian, Chinese",400
Guru Prasad,3.6,,"Chembur, Mumbai","South Indian, North Indian, Chinese, Biryani, Fast Food",600
Kesas,3.6,,"Chembur, Mumbai","Fast Food, Arabian, Lebanese, Beverages",800
Koliwada Fish Mart,3.6,,"Chembur, Mumbai","Maharashtrian, Chinese, Malwani, Seafood",350
Lick Your Fingers,3.6,,"Chembur, Mumbai","Fast Food, Italian",300
Machis Sizzlers And More,3.6,,"Chembur, Mumbai","Chinese, Fast Food, Seafood, Desserts, Pizza, Pasta",600
Maxim Restaurant,3.6,,"Chembur, Mumbai","Kerala, North Indian, South Indian, Seafood",500
Momo Maniacs,3.6,,"Chembur, Mumbai","Momos, Chinese, Fast Food, Street Food",400
Nandoskar Restaurant,3.6,,"Chembur, Mumbai","North Indian, Chinese",400
Navgraha Pure Veg.,3.6,,"Chembur, Mumbai","Chinese, Street Food, North Indian, South Indian, Fast Food, Desserts, Beverages",600
Neeldurg,3.6,,"Chembur, Mumbai","North Indian, Malwani, Chinese, Biryani, Maharashtrian",700
RV's Juice and Snacks,3.6,,"Chembur, Mumbai","Sandwich, Fast Food, Beverages, Juices",250
Satu's Sweets Snacks & Namkeen,3.6,,"Chembur, Mumbai","Mithai, Fast Food, Desserts, Street Food",250
Shivsu Chinese Restaurant,3.6,,"Chembur, Mumbai",Chinese,400
Shree Ganesh Sagar,3.6,,"Chembur, Mumbai","South Indian, North Indian, Chinese, Street Food, Fast Food, Biryani, Sandwich, Pizza",550
Wagh's Food Station,3.6,,"Chembur, Mumbai",Fast Food,500
Wonder Momo's,3.6,,"Chembur, Mumbai",Momos,250
Wosti Food Corner,3.6,,"Chembur, Mumbai","North Indian, Chinese",400
Adiraj Food & Chinese,3.5,,"Chembur, Mumbai","Fast Food, Chinese",400
Arbia Rolls,3.5,,"Chembur, Mumbai","Rolls, Fast Food, Chinese",300
Cafe Alvi,3.5,,"Chembur, Mumbai","North Indian, Chinese",900
Cafe Naaz,3.5,,"Chembur, Mumbai","North Indian, Mughlai, Chinese, Biryani",750
Cafe Quba,3.5,,"Chembur, Mumbai","North Indian, Mughlai, Chinese",500
Car Oh Bar,3.5,,"Chembur, Mumbai","Chinese, North Indian, Mughlai, Seafood",800
Gurukripa Breakfast,3.5,,"Chembur, Mumbai","Chinese, North Indian",200
Hotel Maitri,3.5,,"Chembur, Mumbai","North Indian, Maharashtrian, Mughlai, Biryani",500
Hotel Sai Sadguru,3.5,,"Chembur, Mumbai","Chinese, South Indian, Fast Food, Street Food, North Indian",500
Hunger Point,3.5,,"Chembur, Mumbai","Chinese, North Indian",400
Juice Mantra,3.5,,"Chembur, Mumbai","Beverages, Juices, Sandwich",300
K.K Chinese Corner,3.5,,"Chembur, Mumbai",Chinese,300
Krishna Lunch Home,3.5,,"Chembur, Mumbai","North Indian, Chinese, Mughlai, South Indian, Biryani, Kebab",500
Mazedaar Pizza,3.5,,"Chembur, Mumbai","Fast Food, Pizza",250
Nandu's Food Shack,3.5,,"Chembur, Mumbai","North Indian, Mughlai, Chinese, Fast Food, Rolls, Biryani",500
Nav Shakti,3.5,,"Chembur, Mumbai","North Indian, Chinese",300
Sind Pani Puri House,3.5,,"Chembur, Mumbai",Street Food,100
Spicy Tadka,3.5,,"Chembur, Mumbai","North Indian, Chinese",450
The Chembur Gymkhana,3.5,,"Chembur, Mumbai","North Indian, Chinese, Mughlai, Continental, Seafood, Beverages, Juices",500
The S&J,3.5,,"Chembur, Mumbai",Sandwich,250
Velvette Patisserie,3.5,,"Chembur, Mumbai","Bakery, Fast Food, Desserts, Beverages",500
Crystal,4.6,,"Chowpatty, Mumbai","North Indian, Street Food",350
Juice'r rus,4.2,,"Chowpatty, Mumbai","Beverages, Desserts, Juices, Bakery",300
New Kulfi Centre,4.2,,"Chowpatty, Mumbai",Desserts,200
Tantra,4.1,778,"Chowpatty, Mumbai","North Indian, Bar Food, Italian, Oriental, Desserts, Beverages","1,500"
Asian Street Kitchen,4.1,,"Chowpatty, Mumbai","Asian, Chinese, Thai, Desserts","1,200"
Cafe New York,4.1,,"Chowpatty, Mumbai","Fast Food, Seafood, Biryani, Beverages, North Indian, Chinese",950
Govinda's,4.1,,"Chowpatty, Mumbai","North Indian, South Indian, Sandwich, Chinese, Pizza, Oriental, Beverages, Desserts","1,000"
Kobe Sizzlers,4,,"Chowpatty, Mumbai","Continental, Fast Food, Beverages, Seafood, Desserts","1,500"
La Veggie,4,,"Chowpatty, Mumbai","North Indian, Continental, Chinese, Italian, Mexican, Pizza, Pasta, Beverages","1,400"
Sukh Sagar Juice,4,,"Chowpatty, Mumbai","Beverages, Juices, Ice Cream, Desserts",350
Thackers,4,,"Chowpatty, Mumbai","Gujarati, Italian, North Indian","1,000"
TNBT : The Next Big Thing,4,,"Chowpatty, Mumbai","Italian, Fast Food, Mexican, Chinese, Desserts, Beverages",850
NY Bar N Grill @ Cafe New York,3.9,217,"Chowpatty, Mumbai","Kebab, North Indian, Chinese, Biryani, Sandwich, Fast Food, Seafood, Beverages","2,100"
Ice Lab,3.9,,"Chowpatty, Mumbai","Desserts, Beverages",550
Jai Jawan Stall,3.8,,"Chowpatty, Mumbai",Desserts,200
New Yorker,3.8,,"Chowpatty, Mumbai","Pizza, Italian, Mexican, Fast Food, Beverages","1,200"
Mockingbird Cafe Bar,4.4,"1,516","Churchgate, Mumbai","Italian, French, Salad","1,700"
Hyderabadi Dastarkhwan,3.9,,"Churchgate, Mumbai","Mughlai, North Indian, Biryani, Hyderabadi, Rolls, Fast Food, Chinese",600
Seaside Patio,3.7,,"Citizen Hotel, Juhu, Mumbai","North Indian, Chinese, Mughlai, Street Food, Ice Cream","1,500"
Bay View Bar,3.6,51,"Citizen Hotel, Juhu, Mumbai","North Indian, Chinese, Continental, Mughlai, Desserts","1,500"
Woodside Inn,4.6,"1,614","Colaba, Mumbai","Italian, American, Continental, Fast Food","2,200"
Cafe Mondegar,4.4,"5,517","Colaba, Mumbai","Continental, Italian, Chinese, Fast Food","1,300"
Garage Inc. Public House,4.3,"1,781","Colaba, Mumbai","Continental, Asian, North Indian","1,900"
Bombay Vintage,4.3,599,"Colaba, Mumbai","North Indian, South Indian, Maharashtrian","2,000"
Leopold Cafe & Bar,4.2,"7,713","Colaba, Mumbai","North Indian, Chinese, Continental","2,000"
HeadQuarters,4,139,"Colaba, Mumbai","Continental, European, North Indian, Chinese","1,500"
Gokul,3.9,"1,849","Colaba, Mumbai","North Indian, Chinese","1,200"
High @ Ancient Colaba Resto Bar,3.7,54,"Colaba, Mumbai","Chinese, Italian, North Indian, Continental, Seafood, Biryani, Fast Food, Desserts","1,000"
ARK 2.0 - Courtyard By Marriott,4.2,259,"Courtyard by Marriott, Chakala, Mumbai","Finger Food, North Indian, Continental, Maharashtrian","2,500"
MoMo Cafe - Courtyard By Marriott,4.2,,"Courtyard by Marriott, Chakala, Mumbai","North Indian, South Indian, Asian, Continental, Street Food, Desserts, Beverages","3,000"
Ummrao - Courtyard By Marriott,4.1,,"Courtyard by Marriott, Chakala, Mumbai","North Indian, Desserts","3,000"
MoMo 2 Go - Courtyard By Marriott,3.7,,"Courtyard by Marriott, Chakala, Mumbai","North Indian, Continental, South Indian, Italian","2,500"
Pot Pourri,4.5,"1,864","Cubic Mall, Chembur, Mumbai","Bar Food, Continental, Asian, Maharashtrian, Desserts","2,000"
Hammer & Song,4.2,402,"Cuffe Parade, Mumbai","Asian, Continental, Modern Indian, European, Rolls","2,000"
Grandmama's Cafe,4.2,,"Dadar East, Mumbai","Continental, American, Italian, North Indian, Burger",900
Rasoi,4.2,,"Dadar East, Mumbai","North Indian, Asian, Mughlai","1,500"
MRP - My Regular Place,4.1,"3,163","Dadar East, Mumbai","Asian, North Indian, Continental","1,500"
Café 792,4,,"Dadar East, Mumbai","Maharashtrian, Fast Food, North Indian, Beverages",500
Charcoal Eats - Biryani & Beyond,4,,"Dadar East, Mumbai","Biryani, Kebab, Rolls, North Indian",500
Piazza Napoli,4,,"Dadar East, Mumbai","Pizza, Fast Food",500
Kailash Mandir Lassi and Sweets,3.9,,"Dadar East, Mumbai",Mithai,200
Pritam Da Dhaba,3.9,,"Dadar East, Mumbai","North Indian, Mughlai, Rolls, Kebab","1,000"
Prithvi's Cavern,3.9,,"Dadar East, Mumbai","Cafe, Chinese, Fast Food","1,000"
Firangi Burgers,3.8,,"Dadar East, Mumbai","Fast Food, Beverages",400
Milkbar,3.8,,"Dadar East, Mumbai",Beverages,350
Ashirwad,3.7,,"Dadar East, Mumbai","North Indian, Seafood, Chinese, Biryani",900
Girijakant,3.7,,"Dadar East, Mumbai","Malwani, Seafood",400
Jyoti Refreshment,3.7,,"Dadar East, Mumbai","Chinese, South Indian, North Indian, Fast Food, Beverages",500
Udipi Refreshment,3.7,,"Dadar East, Mumbai","North Indian, South Indian, Street Food, Desserts, Beverages",400
Modern Bar & Restaurant,3.6,6,"Dadar East, Mumbai","North Indian, Chinese, Malwani, Fast Food",600
Baranca Corridor,3.6,,"Dadar East, Mumbai",Desserts,300
Bite & Slurp,3.6,,"Dadar East, Mumbai",Fast Food,250
Cafe Colony,3.6,,"Dadar East, Mumbai","Street Food, Fast Food, North Indian",300
Modern Lunch Home,3.6,,"Dadar East, Mumbai","Konkan, North Indian, Chinese, South Indian",600
Moods Of Desserts,3.6,,"Dadar East, Mumbai","Desserts, Ice Cream, Fast Food, Beverages, Pizza, Burger, Sandwich",200
Amigo's,3.5,,"Dadar East, Mumbai",Fast Food,250
Chetan Bar & Kitchen,3.5,,"Dadar East, Mumbai","Chinese, North Indian, Malwani, Seafood, Mangalorean, Kebab",900
Great Punjab,3.5,,"Dadar East, Mumbai","North Indian, Chinese, Mughlai, Desserts",700
Karishma,3.5,,"Dadar East, Mumbai","Chinese, North Indian, Seafood, Mughlai",550
Rashtriya,3.5,,"Dadar East, Mumbai","Chinese, North Indian, South Indian, Fast Food, Street Food, Maharashtrian, Beverages, Desserts",600
Shanbhag,3.5,,"Dadar East, Mumbai","North Indian, South Indian, Street Food, Beverages, Chinese",400
Prakash Shakahari Upahaar Kendra,4.8,,"Dadar Shivaji Park, Mumbai","Fast Food, Maharashtrian",150
Ovenfresh,4.5,,"Dadar Shivaji Park, Mumbai","Italian, Mexican, Mediterranean, Desserts, Fast Food","1,200"
Cafe Trofima,4.4,,"Dadar Shivaji Park, Mumbai","Cafe, Italian, Asian",800
Tanatan,4.3,629,"Dadar Shivaji Park, Mumbai","North Indian, Malwani","1,500"
Gypsy Corner,4.3,,"Dadar Shivaji Park, Mumbai","Street Food, Maharashtrian, Fast Food",300
Terttulia,4.3,,"Dadar Shivaji Park, Mumbai","Italian, Continental, Fast Food, Desserts, Beverages","1,400"
Home Chef All Day Dining,4.2,,"Dadar Shivaji Park, Mumbai","Cafe, North Indian, Fast Food, Italian, Chinese","1,000"
Natural Ice Cream,4.2,,"Dadar Shivaji Park, Mumbai","Ice Cream, Desserts",300
Open House Cafe And Bar,4.1,"1,933","Dadar Shivaji Park, Mumbai","Continental, North Indian, Chinese","1,100"
Gypsy Chinese,4.1,,"Dadar Shivaji Park, Mumbai","Chinese, Thai, Seafood","1,000"
Tamnak Thai,4.1,,"Dadar Shivaji Park, Mumbai",Thai,"2,400"
The J,4.1,,"Dadar Shivaji Park, Mumbai","Fast Food, Beverages",400
Mast Punjabi,4,,"Dadar Shivaji Park, Mumbai","Desserts, North Indian, Chinese",700
Ovenfresh Cake Shop,4,,"Dadar Shivaji Park, Mumbai","Bakery, Desserts",500
Strawwberry 365,4,,"Dadar Shivaji Park, Mumbai","South Indian, Street Food, Fast Food, Beverages",400
The Chimney Factory,4,,"Dadar Shivaji Park, Mumbai","Desserts, Fast Food, Beverages",550
Apoorva Delicacies,3.9,,"Dadar Shivaji Park, Mumbai","Chinese, North Indian, South Indian, Mughlai, Beverages, Desserts, Fast Food, Street Food",800
FOU The Crazy Cafe,3.9,,"Dadar Shivaji Park, Mumbai","Pizza, Burger, Rolls, Cafe, Fast Food",600
Ice Cream Works,3.9,,"Dadar Shivaji Park, Mumbai","Desserts, Ice Cream, Beverages",350
Prajakta Milkshake,3.8,,"Dadar Shivaji Park, Mumbai","Beverages, Fast Food",300
Rolling Big,3.8,,"Dadar Shivaji Park, Mumbai","Continental, Italian, Fast Food, Sandwich, Pizza, Lebanese, Mexican, Beverages",600
Green Restaurant & Bar,3.7,220,"Dadar Shivaji Park, Mumbai",Chinese,800
Raju's Malvani Mejwan,3.7,,"Dadar Shivaji Park, Mumbai","Fast Food, Malwani, Maharashtrian",300
Ashraya Veg Restaurant,3.6,,"Dadar Shivaji Park, Mumbai","North Indian, South Indian, Chinese, Fast Food, Street Food, Beverages, Desserts",900
Beach Side Seafood Grill House,3.6,,"Dadar Shivaji Park, Mumbai","North Indian, Maharashtrian, Rolls",550
Manohar Pure Veg,3.6,,"Dadar Shivaji Park, Mumbai","Chinese, Fast Food, North Indian, South Indian",350
Light Of Bharat,3.5,,"Dadar Shivaji Park, Mumbai","North Indian, Biryani, Chinese, Fast Food, Beverages",600
Chaitanya,4.7,,"Dadar West, Mumbai","Malwani, Maharashtrian, Beverages",700
Aaswad,4.6,,"Dadar West, Mumbai","Maharashtrian, South Indian, Street Food, Desserts, Fast Food",300
Tea Villa Cafe,4.3,,"Dadar West, Mumbai","Cafe, Italian, Fast Food, Sandwich, Burger, Desserts, Beverages, Chinese","1,000"
